baseUrl,path,restParameters,type,httpResponse,expectedOut,expected
ciportal,/getArtifactFromLocalNexus/,"artifactID=ERICcifwkportal_CXP9030099,version=3.0.24",GET,OK,nexus/content/groups/enm_deploy_proxy/com/ericsson/cifwk/ERICcifwkportal_CXP9030099/3.0.24/ERICcifwkportal_CXP9030099-3.0.24.zip,TRUE
ciportal,/getArtifactFromLocalNexus/,"artifactID=ABCFAIL_CXP9030099,version=9.0.24",GET,OK,Warning,TRUE
ciportal,/validateIsoUploadToHub/,"group=com/ericsson/nms,artifact=ERICaiweb_CXP9030517,version=1.0.2,extension=jar,classifier=-sources",GET,OK,SUCCESS,TRUE
ciportal,/getPreviousEventIDs/,"groupId=com.ericsson.nms,artifactId=ERICtor_CXP9024257,version=3.26.9",GET,OK,ISOBUILD_PREVIOUS_ANE_ID=,TRUE
ciportal,/getPreviousEventIDs/,"groupId=com.ericsson.nms,artifactId=ERICtor_CXP9024257,version=3.26.10",GET,OK,ISOBUILD_PREVIOUS_ANE_ID=,TRUE
ciportal,/getISOContentDelta/,"product=TOR,drop=3.0.T,isoVersion=3.18.2",GET,OK,[{,TRUE
ciportal,/getISOContentDelta/,"product=TOR,drop=3.0.T,isoVersion=3.18.1",GET,OK,first ISO Version in this drop,TRUE
ciportal,/getISOContentDelta/,"product=TOR,drop=3.0.T,isoVersion=3.18.4",GET,OK,no Difference between Previous ISO Version,TRUE
ciportal,/getISOContentDelta/,"product=TOR,drop=3.0.T,isoVersion=3.18.111",GET,OK,Error,TRUE
ciportal,/getAOMRstate/,drop=15.4,GET,OK,Product required,TRUE
ciportal,/getAOMRstate/,product=ENM,GET,OK,Drop required,TRUE
ciportal,/getAOMRstate/,"product=ENM,drop=15.4",GET,OK,AOM901151 R1A,TRUE
ciportal,/getAOMRstate/,"product=ENM,drop=999.999",GET,OK,Issue retrieving AOM and RSTATE information,TRUE
ciportal,/dropsInProduct/.json/,products=ENM,GET,OK,ENM:15.12,TRUE
ciportal,/dropsInProduct/.json/,products=ENM,GET,OK,ENM:15.10.A,FALSE
ciportal,/dropsInProduct/.json/,products=FAKE-PRODUCT,GET,OK,[],TRUE
ciportal,/revisionsReleasedInDrop/.json/,drops=CI:3.0.6,GET,OK,ERICcifwkportal_CXP9030099,TRUE
ciportal,/revisionsReleasedInDrop/.json/,drops=FAKE:DROP,GET,OK,[],TRUE
ciportal,/api/cireports/component/,format=json,GET,OK,labelName,TRUE
ciportal,/api/cireports/component/enm/,format=json,GET,OK,"productName: "OSS_RC",FALSE
ciportal,/api/cireports/component/enm/team/,format=json,GET,OK,"labelName: "Tribe",FALSE
ciportal,api/deployment/clusters/,format=json,GET,OK,name,TRUE
